"donor_id","age","gender","country","region","segment","birth_year","age_at_observation","recency_days_12m","frequency_12m","monetary_total_12m","monetary_mean_12m","monetary_max_12m","monetary_min_12m","recency_days_24m","frequency_24m","monetary_total_24m","monetary_mean_24m","monetary_max_24m","monetary_min_24m","amount_trend","count_trend","amount_growth","lifetime_donations","lifetime_amount","days_since_first","days_since_last","donor_age_days","avg_days_between","is_new_donor","target_donated","target_amount"
2139,53,"F","USA","West","Gold",1965,53,227,4,579.77,144.9425,175.6,115.18,227,10,1567.23,156.723,206.58,87.92,0,0,-0.993147986364493,25,3426.97,2223,227,2223,92.625,0,0,0
2143,69,"M","Other","Central","Bronze",1949,69,228,1,10,10,10,10,228,1,10,10,10,10,0,0,-0.714285714285714,1,10,228,228,228,NA,1,0,0
2147,32,"F","Other","East","Gold",1986,32,209,2,141.95,70.975,98.5,43.45,209,4,369.71,92.4275,148.09,43.45,0,0,-0.972593353888318,20,2139.73,2299,209,2299,121,0,1,98.51
2149,61,"M","Germany","North","Silver",1957,61,226,2,236.62,118.31,123.54,113.08,226,2,236.62,118.31,123.54,113.08,0,0,-0.983376277948633,9,803.06,2208,226,2208,276,0,0,0
2157,56,"F","USA","South","Silver",1962,56,365,0,0,0,0,0,413,1,58.64,58.64,58.64,58.64,0,0,0,5,377.65,2279,413,2279,569.75,0,1,82.83
2167,69,"M","UK","North","Silver",1949,69,249,1,58.3,58.3,58.3,58.3,249,2,89.71,44.855,58.3,31.41,0,0,-0.935794542536116,9,423.97,2211,249,2211,276.375,0,0,0
2170,52,"M","USA","East","Gold",1966,52,365,0,0,0,0,0,426,2,233.95,116.975,130.95,103,0,0,0,15,1969.52,2301,426,2301,164.357142857143,0,0,0
2175,56,"M","USA","East","Gold",1962,56,365,0,0,0,0,0,387,1,133.08,133.08,133.08,133.08,0,0,0,12,1280.42,2144,387,2144,194.909090909091,0,0,0
2185,75,"M","UK","West","Gold",1943,75,236,2,274.17,137.085,189.44,84.73,236,4,469.06,117.265,189.44,42.3,0,0,-0.985620304130568,26,2744.05,2247,236,2247,89.88,0,0,0
2192,54,"M","USA","North","Silver",1964,54,154,3,125.82,41.94,61.52,13,154,6,463.33,77.2216666666667,136.86,13,0,0,-0.969188106609151,8,691.66,2126,154,2126,303.714285714286,0,0,0
2194,56,"F","Canada","West","Gold",1962,56,365,0,0,0,0,0,423,5,419.48,83.896,153.29,10,0,0,0,15,1810.57,2250,423,2250,160.714285714286,0,0,0
2195,71,"F","Canada","Central","Gold",1947,71,287,3,331.67,110.556666666667,187.27,10,287,6,659.52,109.92,187.27,10,0,0,-0.98808353442369,14,1446.55,2051,287,2051,157.769230769231,0,0,0
2198,52,"F","USA","West","Gold",1966,52,365,0,0,0,0,0,484,3,397.92,132.64,205.78,84.4,0,0,0,20,2612.15,2142,484,2142,112.736842105263,0,0,0
2202,39,"M","UK","West","Silver",1979,39,295,2,133.27,66.635,68.74,64.53,295,3,250.06,83.3533333333333,116.79,64.53,0,0,-0.970860348218839,8,658.07,1818,295,1818,259.714285714286,0,0,0
2215,34,"M","UK","West","Silver",1984,34,136,4,365.54,91.385,148.67,52.98,136,5,434.66,86.932,148.67,52.98,0,0,-0.989175731991124,8,683.95,1804,136,1804,257.714285714286,0,1,113.61
2220,46,"F","UK","West","Bronze",1972,46,358,1,43.34,43.34,43.34,43.34,358,1,43.34,43.34,43.34,43.34,0,0,-0.915504858470638,5,261.11,1781,358,1781,445.25,0,0,0
2231,80,"F","USA","North","Bronze",1938,80,365,0,0,0,0,0,374,1,41.04,41.04,41.04,41.04,0,0,0,2,114.62,2130,374,2130,2130,0,0,0
2232,55,"F","USA","East","Silver",1963,55,252,1,106.41,106.41,106.41,106.41,252,2,168.1,84.05,106.41,61.69,0,0,-0.963771397518341,7,602.41,2109,252,2109,351.5,0,0,0
2239,81,"F","Other","East","Gold",1937,81,333,2,332.41,166.205,240.26,92.15,333,3,359.39,119.796666666667,240.26,26.98,0,0,-0.988109747034868,15,1643.59,2142,333,2142,153,0,0,0
2241,83,"F","UK","South","Gold",1935,83,365,0,0,0,0,0,480,4,505.77,126.4425,188.12,94.21,0,0,0,15,2054.85,2090,480,2090,149.285714285714,0,0,0
2246,63,"F","Other","East","Bronze",1955,63,138,1,81.04,81.04,81.04,81.04,138,1,81.04,81.04,81.04,81.04,0,0,-0.952963311382879,4,242.31,1704,138,1704,568,0,0,0
2251,18,"F","USA","North","Gold",2000,18,183,3,315.87,105.29,157.74,31.06,183,7,801.89,114.555714285714,157.74,31.06,0,0,-0.987494919811173,27,3933.03,2300,183,2300,88.4615384615385,0,1,295.74
2252,53,"F","France","West","Bronze",1965,53,365,0,0,0,0,0,406,1,19.91,19.91,19.91,19.91,0,0,0,5,265.44,2127,406,2127,531.75,0,0,0
2254,68,"M","Canada","West","Silver",1950,68,365,0,0,0,0,0,468,3,378.02,126.006666666667,161.3,105.19,0,0,0,10,996.43,2288,468,2288,254.222222222222,0,0,0
2260,44,"M","USA","East","Bronze",1974,44,365,0,0,0,0,0,455,2,72.56,36.28,62.56,10,0,0,0,3,101.19,1352,455,1352,676,0,0,0
2264,95,"F","USA","West","Bronze",1923,95,365,0,0,0,0,0,454,1,30.67,30.67,30.67,30.67,0,0,0,4,196.13,1993,454,1993,664.333333333333,0,0,0
2291,53,"F","UK","North","Bronze",1965,53,365,0,0,0,0,0,369,1,41,41,41,41,0,0,0,3,162.37,1732,369,1732,866,0,0,0
2311,34,"M","Other","East","Silver",1984,34,140,2,268.01,134.005,180.48,87.53,140,4,540.8,135.2,180.48,87.53,0,0,-0.985294658284622,17,1677.57,2288,140,2288,143,0,0,0
2327,32,"F","Germany","South","Bronze",1986,32,155,3,150.14,50.0466666666667,73.68,31.06,155,3,150.14,50.0466666666667,73.68,31.06,0,0,-0.974049565330219,9,372.85,2305,155,2305,288.125,0,0,0
2339,70,"M","USA","North","Gold",1948,70,198,2,177.76,88.88,97.94,79.82,198,6,653.19,108.865,151.03,75.91,0,0,-0.977992957746479,21,3262.71,2215,198,2215,110.75,0,0,0
2340,63,"F","Germany","Central","Bronze",1955,63,346,1,38.49,38.49,38.49,38.49,346,2,48.49,24.245,38.49,10,0,0,-0.905860202400565,3,111.63,800,346,800,400,0,0,0
2346,60,"M","USA","North","Bronze",1958,60,362,1,32.76,32.76,32.76,32.76,362,2,89.41,44.705,56.65,32.76,0,0,-0.891186071817193,11,415.82,2219,362,2219,221.9,0,0,0
2350,74,"M","France","North","Gold",1944,74,255,2,269.08,134.54,146.85,122.23,255,6,690.9,115.15,170.1,21.06,0,0,-0.985352277720814,22,2657.99,2190,255,2190,104.285714285714,0,0,0
2352,45,"M","USA","East","Silver",1973,45,302,2,187.32,93.66,96.96,90.36,302,4,354.95,88.7375,96.96,82.79,0,0,-0.979092619694752,9,810.73,2170,302,2170,271.25,0,0,0
2359,79,"F","USA","East","Silver",1939,79,227,5,227.49,45.498,82.57,14.63,227,9,569.78,63.3088888888889,98.78,14.63,0,0,-0.9827206358806,16,1141.75,2209,227,2209,147.266666666667,0,0,0
2374,65,"F","USA","East","Bronze",1953,65,125,1,56.46,56.46,56.46,56.46,125,3,211.67,70.5566666666667,86.77,56.46,0,0,-0.933840555739332,10,541.1,2056,125,2056,228.444444444444,0,0,0
2375,63,"F","USA","Central","Silver",1955,63,149,3,235.98,78.66,103.09,56.27,149,5,384.95,76.99,105.17,43.8,0,0,-0.983331944328694,11,724.72,2145,149,2145,214.5,0,1,123.35
2380,37,"F","Canada","West","Silver",1981,37,174,2,103.72,51.86,69.54,34.18,174,6,379.72,63.2866666666667,96.24,27.87,0,0,-0.962866691422206,17,1235.84,2257,174,2257,141.0625,0,0,0
2382,62,"F","USA","North","Gold",1956,62,365,0,0,0,0,0,483,2,335.06,167.53,168.46,166.6,0,0,0,14,2254.37,2165,483,2165,166.538461538462,0,0,0
2386,46,"F","USA","North","Bronze",1972,46,243,1,60.23,60.23,60.23,60.23,243,2,133.82,66.91,73.59,60.23,0,0,-0.93772380507551,4,250.92,2151,243,2151,717,0,0,0
2402,68,"F","UK","North","Bronze",1950,68,334,1,31.44,31.44,31.44,31.44,334,1,31.44,31.44,31.44,31.44,0,0,-0.887133182844244,5,166.39,1501,334,1501,375.25,0,0,0
2404,48,"M","UK","West","Silver",1970,48,293,2,152.41,76.205,83.59,68.82,293,4,304.3,76.075,87.84,64.05,0,0,-0.974426187583914,10,672.94,2242,293,2242,249.111111111111,0,0,0
2420,60,"F","USA","South","Bronze",1958,60,365,0,0,0,0,0,425,2,98.23,49.115,88.23,10,0,0,0,5,167.47,1711,425,1711,427.75,0,0,0
2422,72,"M","USA","South","Gold",1946,72,127,6,1069.66,178.276666666667,303.35,77.43,127,9,1455.19,161.687777777778,303.35,22.28,0,0,-0.996274425795876,29,3719.09,2304,127,2304,82.2857142857143,0,1,555.82
2440,62,"M","UK","North","Bronze",1956,62,222,2,109.56,54.78,72.95,36.61,222,3,203.52,67.84,93.96,36.61,0,0,-0.964776329693554,6,267.05,2053,222,2053,410.6,0,0,0
2445,34,"F","Canada","East","Silver",1984,34,316,1,68.77,68.77,68.77,68.77,316,3,207.73,69.2433333333333,76.16,62.8,0,0,-0.945032293527553,10,688.62,1905,316,1905,211.666666666667,0,1,94.4
2448,66,"F","USA","West","Gold",1952,66,144,2,341.39,170.695,199.34,142.05,144,6,881.07,146.845,202.15,29.16,0,0,-0.98841888879238,23,2745.98,2259,144,2259,102.681818181818,0,0,0
2454,46,"M","UK","West","Gold",1972,46,334,3,372.16,124.053333333333,191.41,73.01,334,6,857.67,142.945,191.41,73.01,0,0,-0.989366227137388,23,3302.5,2208,334,2208,100.363636363636,0,0,0
2461,94,"F","USA","East","Gold",1924,94,146,5,869.93,173.986,212.99,110.56,146,9,1391.02,154.557777777778,212.99,77.33,0,0,-0.995422974380099,21,2677.84,2234,146,2234,111.7,0,1,339.56
2462,60,"F","Canada","South","Silver",1958,60,210,2,199.04,99.52,107.52,91.52,210,2,199.04,99.52,107.52,91.52,0,0,-0.980299448384555,12,1024.2,2038,210,2038,185.272727272727,0,0,0
2465,42,"F","UK","South","Gold",1976,42,132,4,412.69,103.1725,156.36,38.79,132,10,1231.74,123.174,226.29,38.79,0,0,-0.990400537569896,24,3164.02,2063,132,2063,89.695652173913,0,0,0
2474,66,"M","USA","North","Gold",1952,66,365,0,0,0,0,0,375,5,412.73,82.546,195.29,14.54,0,0,0,26,2794.43,2246,375,2246,89.84,0,0,0
2480,44,"F","Canada","East","Silver",1974,44,284,1,48.18,48.18,48.18,48.18,284,2,150.55,75.275,102.37,48.18,0,0,-0.923342276734381,7,522.76,2273,284,2273,378.833333333333,0,0,0
2490,44,"M","Canada","North","Silver",1974,44,365,0,0,0,0,0,441,3,126.83,42.2766666666667,62.14,10,0,0,0,10,638.78,2159,441,2159,239.888888888889,0,0,0
2511,65,"M","USA","Central","Bronze",1953,65,319,1,34.91,34.91,34.91,34.91,319,1,34.91,34.91,34.91,34.91,0,0,-0.897198663582627,5,196.37,1995,319,1995,498.75,0,0,0
2526,52,"F","USA","West","Gold",1966,52,237,2,218.91,109.455,116.89,102.02,237,5,709.85,141.97,191.99,102.02,0,0,-0.982055538109551,15,1902.32,2246,237,2246,160.428571428571,0,0,0
2528,47,"M","UK","South","Silver",1971,47,242,2,190.06,95.03,96.84,93.22,242,6,434.97,72.495,96.84,49.58,0,0,-0.979387818200557,13,982.25,2040,242,2040,170,0,1,13.03
2549,68,"F","Canada","North","Gold",1950,68,206,2,359.07,179.535,243.22,115.85,206,6,696.69,116.115,243.22,49.66,0,0,-0.988982840774506,16,2055.55,2302,206,2302,153.466666666667,0,0,0
2563,74,"M","UK","Central","Gold",1944,74,204,2,240.25,120.125,166.17,74.08,204,6,740.73,123.455,166.17,74.08,0,0,-0.983623336745138,23,3071.17,2246,204,2246,102.090909090909,0,1,118.44
2574,32,"F","Canada","South","Bronze",1986,32,292,1,35.91,35.91,35.91,35.91,292,2,130.24,65.12,94.33,35.91,0,0,-0.899774492608369,4,253.84,1811,292,1811,603.666666666667,0,0,0
2577,40,"M","Canada","Central","Bronze",1978,40,143,1,39.42,39.42,39.42,39.42,143,2,128.76,64.38,89.34,39.42,0,0,-0.907876554583141,7,319.46,2233,143,2233,372.166666666667,0,0,0
2578,72,"F","UK","South","Bronze",1946,72,365,0,0,0,0,0,454,2,84.62,42.31,59.19,25.43,0,0,0,5,232.55,1156,454,1156,289,0,0,0
2580,58,"M","UK","South","Gold",1960,58,290,2,318.67,159.335,161.27,157.4,290,4,561.03,140.2575,215.79,26.57,0,0,-0.987603433848824,21,3013.22,2247,290,2247,112.35,0,0,0
2584,29,"F","USA","South","Gold",1989,29,291,1,90.36,90.36,90.36,90.36,291,4,381.98,95.495,143.78,10,0,0,-0.957609156422213,24,3192.08,2210,291,2210,96.0869565217391,0,0,0
2585,38,"F","USA","North","Bronze",1980,38,208,1,10.23,10.23,10.23,10.23,208,2,26.4,13.2,16.17,10.23,0,0,-0.71890372452565,5,189.16,1903,208,1903,475.75,0,0,0
2594,59,"F","UK","Central","Gold",1959,59,289,3,415.44,138.48,162.86,92.52,289,8,1254.83,156.85375,224.61,92.52,0,0,-0.99046347510967,24,3426.04,2308,289,2308,100.347826086957,0,1,172.27
2605,48,"F","USA","East","Silver",1970,48,151,3,269.31,89.77,117.29,65.97,151,3,269.31,89.77,117.29,65.97,0,0,-0.985364604295489,14,1183.08,2280,151,2280,175.384615384615,0,1,23.5
2610,40,"F","Germany","North","Silver",1978,40,147,2,175.18,87.59,99.68,75.5,147,4,261.41,65.3525,99.68,30.18,0,0,-0.977676079919634,11,901.27,2292,147,2292,229.2,0,0,0
2621,82,"M","Germany","East","Silver",1936,82,365,0,0,0,0,0,462,3,238.71,79.57,125.43,42.44,0,0,0,22,1631.03,2146,462,2146,102.190476190476,0,1,114.3
2628,82,"F","USA","South","Gold",1936,82,365,0,0,0,0,0,416,4,563.24,140.81,211.55,83.5,0,0,0,19,2829.15,2242,416,2242,124.555555555556,0,0,0
2629,73,"M","Germany","North","Bronze",1945,73,141,1,13,13,13,13,141,1,13,13,13,13,0,0,-0.764705882352941,4,85.56,2122,141,2122,707.333333333333,0,0,0
2647,61,"F","UK","North","Gold",1957,61,153,3,165.28,55.0933333333333,95.08,27.29,153,5,443,88.6,145.99,27.29,0,0,-0.976370510396975,14,1628.3,2290,153,2290,176.153846153846,0,0,0
2649,68,"F","USA","South","Gold",1950,68,214,3,463.8,154.6,172.66,131.85,214,5,730.04,146.008,175.58,90.66,0,0,-0.991449337323643,18,2202.91,2206,214,2206,129.764705882353,0,1,68.84
2659,55,"M","USA","North","Silver",1963,55,145,2,141.95,70.975,103.13,38.82,145,6,400.08,66.68,123.56,14.7,0,0,-0.972593353888318,13,857.08,2082,145,2082,173.5,0,0,0
2661,52,"F","UK","West","Gold",1966,52,365,0,0,0,0,0,447,4,575.56,143.89,220.16,59.49,0,0,0,13,1852.02,2152,447,2152,179.333333333333,0,0,0
2686,44,"M","UK","North","Gold",1974,44,365,0,0,0,0,0,371,4,601.03,150.2575,195.79,92.56,0,0,0,26,3423.9,2200,371,2200,88,0,0,0
2688,72,"F","USA","North","Gold",1946,72,168,3,453.28,151.093333333333,184.68,88.84,168,4,609.44,152.36,184.68,88.84,0,0,-0.991252624212736,30,3480.46,2302,168,2302,79.3793103448276,0,0,0
2698,38,"F","France","West","Bronze",1980,38,158,2,160.76,80.38,82.71,78.05,158,3,176.36,58.7866666666667,82.71,15.6,0,0,-0.975722262685118,6,291.94,1932,158,1932,386.4,0,0,0
2701,65,"M","Canada","West","Silver",1953,65,124,3,225.29,75.0966666666667,131.3,33.46,124,7,646.9,92.4142857142857,158.39,33.46,0,0,-0.982554843211653,14,1136.37,1502,124,1502,115.538461538462,0,0,0
2725,72,"M","Canada","East","Gold",1946,72,365,0,0,0,0,0,468,2,111.9,55.95,83.36,28.54,0,0,0,21,1985.29,2246,468,2246,112.3,0,0,0
2726,72,"F","Canada","East","Bronze",1946,72,365,0,0,0,0,0,484,3,82.29,27.43,40.56,13,0,0,0,5,155.25,2120,484,2120,530,0,0,0
2729,37,"M","Canada","West","Silver",1981,37,123,1,13,13,13,13,123,2,82.11,41.055,69.11,13,0,0,-0.764705882352941,6,519.79,2161,123,2161,432.2,0,0,0
2746,49,"F","UK","West","Bronze",1969,49,365,0,0,0,0,0,413,2,70.23,35.115,44.39,25.84,0,0,0,4,160.22,1170,413,1170,390,0,0,0
2754,53,"M","USA","East","Silver",1965,53,308,1,74.1,74.1,74.1,74.1,308,3,219.68,73.2266666666667,100.27,45.31,0,0,-0.948783610755442,9,771.44,2253,308,2253,281.625,0,0,0
2755,35,"F","Canada","Central","Silver",1983,35,365,0,0,0,0,0,435,2,188.5,94.25,126.55,61.95,0,0,0,17,1083.79,2276,435,2276,142.25,0,0,0
2756,48,"M","USA","North","Silver",1970,48,252,1,75.46,75.46,75.46,75.46,252,3,255.27,85.09,106.67,73.14,0,0,-0.949660206393154,9,565.06,2245,252,2245,280.625,0,1,72.14
2761,55,"F","Germany","North","Bronze",1963,55,185,1,80.25,80.25,80.25,80.25,185,1,80.25,80.25,80.25,80.25,0,0,-0.952522255192878,4,241.27,1153,185,1153,384.333333333333,0,0,0
2768,80,"M","Germany","North","Bronze",1938,80,321,1,10,10,10,10,321,1,10,10,10,10,0,0,-0.714285714285714,3,51.34,1648,321,1648,824,0,0,0
2777,66,"F","USA","North","Silver",1952,66,165,3,329.26,109.753333333333,154.22,76.06,165,4,388.88,97.22,154.22,59.62,0,0,-0.987997359419072,11,870.64,2230,165,2230,223,0,0,0
2784,55,"F","USA","West","Gold",1963,55,151,4,561.57,140.3925,243.41,27.95,151,6,866.52,144.42,243.41,27.95,0,0,-0.992927489081811,22,2696.49,2262,151,2262,107.714285714286,0,0,0
2787,34,"M","UK","North","Bronze",1984,34,291,1,44.59,44.59,44.59,44.59,291,1,44.59,44.59,44.59,44.59,0,0,-0.917678534677917,5,223.66,2240,291,2240,560,0,0,0
2801,59,"F","USA","South","Silver",1959,59,365,0,0,0,0,0,455,1,69.63,69.63,69.63,69.63,0,0,0,10,733.08,2202,455,2202,244.666666666667,0,0,0
2813,83,"F","Germany","North","Silver",1935,83,339,2,175.28,87.64,96.75,78.53,339,2,175.28,87.64,96.75,78.53,0,0,-0.977688531905399,13,945.64,2110,339,2110,175.833333333333,0,0,0
2816,58,"F","USA","West","Bronze",1960,58,348,1,66.67,66.67,66.67,66.67,348,1,66.67,66.67,66.67,66.67,0,0,-0.943398896278477,3,115.47,1023,348,1023,511.5,0,0,0
2833,69,"F","Other","East","Gold",1949,69,253,1,180.9,180.9,180.9,180.9,253,3,501.23,167.076666666667,200.72,119.61,0,0,-0.978366684694429,17,2207.24,2159,253,2159,134.9375,0,1,210.94
2844,55,"F","USA","South","Bronze",1963,55,151,1,48.72,48.72,48.72,48.72,151,2,125.64,62.82,76.92,48.72,0,0,-0.92412746585736,5,212.9,1069,151,1069,267.25,0,0,0
2851,62,"F","Canada","North","Bronze",1956,62,301,1,89.68,89.68,89.68,89.68,301,1,89.68,89.68,89.68,89.68,0,0,-0.957301451750641,2,158.81,1339,301,1339,1339,0,1,49.14
2878,50,"F","USA","East","Gold",1968,50,180,1,214.07,214.07,214.07,214.07,180,4,579.4,144.85,214.07,109.11,0,0,-0.9816572660155,16,2149.12,2277,180,2277,151.8,0,1,111.54
2886,45,"F","Other","North","Gold",1973,45,233,3,435.79,145.263333333333,158.85,130.07,233,6,741.38,123.563333333333,158.85,74.47,0,0,-0.990904749994315,18,2470.26,1937,233,1937,113.941176470588,0,0,0
2893,61,"F","UK","Central","Bronze",1957,61,343,1,56.12,56.12,56.12,56.12,343,2,96.22,48.11,56.12,40.1,0,0,-0.933466400532269,6,362.8,1388,343,1388,277.6,0,0,0
2909,65,"M","USA","East","Silver",1953,65,350,1,68.45,68.45,68.45,68.45,350,3,180.54,60.18,68.6,43.49,0,0,-0.944789510006901,4,235.32,2022,350,2022,674,0,1,194.67
2914,77,"F","Other","Central","Silver",1941,77,122,2,288.46,144.23,177.75,110.71,122,4,521.51,130.3775,177.75,84.51,0,0,-0.986322915954319,12,940.91,2175,122,2175,197.727272727273,0,1,30.65
2933,55,"M","USA","Central","Silver",1963,55,228,2,206.77,103.385,107.06,99.71,228,3,339.87,113.29,133.1,99.71,0,0,-0.981021967073113,8,579.71,1810,228,1810,258.571428571429,0,0,0
2935,54,"M","Canada","South","Bronze",1964,54,150,2,135.85,67.925,77.43,58.42,150,3,223.73,74.5766666666667,87.88,58.42,0,0,-0.97139792634966,5,357.34,2290,150,2290,572.5,0,0,0
2936,69,"M","France","West","Bronze",1949,69,329,1,38.14,38.14,38.14,38.14,329,1,38.14,38.14,38.14,38.14,0,0,-0.905078310393925,2,104.49,754,329,754,754,0,1,62.39
2950,46,"M","USA","North","Bronze",1972,46,324,1,62.58,62.58,62.58,62.58,324,1,62.58,62.58,62.58,62.58,0,0,-0.939921898468008,7,345.28,2026,324,2026,337.666666666667,0,0,0
2956,57,"F","UK","North","Gold",1961,57,365,0,0,0,0,0,389,4,482.56,120.64,226.65,10,0,0,0,21,2741.19,2140,389,2140,107,0,1,75.32
2960,57,"F","UK","East","Bronze",1961,57,365,0,0,0,0,0,449,2,155.95,77.975,81.63,74.32,0,0,0,6,418.02,1928,449,1928,385.6,0,0,0
2962,81,"M","USA","Central","Silver",1937,81,177,1,85.71,85.71,85.71,85.71,177,4,391.6,97.9,121.38,85.71,0,0,-0.955411882733252,10,836.25,1845,177,1845,205,0,0,0
2971,61,"M","Canada","Central","Gold",1957,61,134,3,217.31,72.4366666666667,151.14,28.33,134,6,618.25,103.041666666667,155.97,28.33,0,0,-0.981925805431295,19,2129.88,2053,134,2053,114.055555555556,0,1,31.95
2976,73,"F","USA","North","Bronze",1945,73,148,1,79.11,79.11,79.11,79.11,148,3,155.49,51.83,79.11,28.18,0,0,-0.951871014318373,6,318.42,1491,148,1491,298.2,0,0,0
2981,28,"F","UK","West","Gold",1990,28,148,3,540.66,180.22,216.55,158.84,148,6,995.49,165.915,216.55,104.86,0,0,-0.992655968861308,20,2755.09,2263,148,2263,119.105263157895,0,0,0
2988,67,"F","France","West","Silver",1951,67,176,1,122.3,122.3,122.3,122.3,176,2,219.91,109.955,122.3,97.61,0,0,-0.968329374505146,9,728.2,2131,176,2131,266.375,0,1,94.55
3003,74,"M","Germany","East","Silver",1944,74,365,0,0,0,0,0,423,2,226.41,113.205,134.25,92.16,0,0,0,11,906.4,2149,423,2149,214.9,0,0,0
3015,54,"F","UK","North","Gold",1964,54,134,3,631.62,210.54,266.38,126.81,134,8,1096.54,137.0675,266.38,10,0,0,-0.993706931814606,21,2659.71,2224,134,2224,111.2,0,1,317.16
3016,57,"F","USA","South","Silver",1961,57,129,2,97.98,48.99,52.78,45.2,129,8,620.93,77.61625,143.46,34.73,0,0,-0.960776622867229,14,1179.66,2219,129,2219,170.692307692308,0,0,0
3030,67,"F","Canada","East","Bronze",1951,67,280,1,10.68,10.68,10.68,10.68,280,2,30,15,19.32,10.68,0,0,-0.727520435967302,4,190.85,1335,280,1335,445,0,1,15.13
3040,55,"F","Canada","East","Bronze",1963,55,339,1,77.85,77.85,77.85,77.85,339,1,77.85,77.85,77.85,77.85,0,0,-0.951130116065974,1,77.85,339,339,339,NA,1,0,0
3047,86,"M","USA","East","Silver",1932,86,203,1,93.88,93.88,93.88,93.88,203,2,195.11,97.555,101.23,93.88,0,0,-0.959133633020025,8,473.23,1519,203,1519,217,0,1,32.6
3049,93,"M","Other","Central","Bronze",1925,93,195,1,50.14,50.14,50.14,50.14,195,2,122.87,61.435,72.73,50.14,0,0,-0.926117473217584,8,483.73,1778,195,1778,254,0,0,0
3063,72,"F","Other","South","Silver",1946,72,122,2,137.19,68.595,79.53,57.66,122,3,296.37,98.79,159.18,57.66,0,0,-0.971669381684255,9,762.49,2175,122,2175,271.875,0,0,0
3072,34,"F","Canada","South","Gold",1984,34,130,4,328.56,82.14,137.67,24.48,130,5,500.95,100.19,172.39,24.48,0,0,-0.987972095261005,22,2467.59,2250,130,2250,107.142857142857,0,0,0
3082,31,"M","France","Central","Bronze",1987,31,138,2,110.55,55.275,55.74,54.81,138,2,110.55,55.275,55.74,54.81,0,0,-0.965080750763859,3,194.21,1451,138,1451,725.5,0,0,0
3087,87,"M","Germany","Central","Silver",1931,87,357,1,64.48,64.48,64.48,64.48,357,2,125.25,62.625,64.48,60.77,0,0,-0.941588785046729,12,929.07,1684,357,1684,153.090909090909,0,0,0
3088,94,"F","Other","North","Bronze",1924,94,244,2,82.65,41.325,47.17,35.48,244,2,82.65,41.325,47.17,35.48,0,0,-0.953837276399308,3,105.66,1961,244,1961,980.5,0,1,32.79
3092,73,"F","UK","North","Gold",1945,73,166,2,231.42,115.71,154.44,76.98,166,7,878.83,125.547142857143,154.44,76.98,0,0,-0.983009090136777,25,3016.04,2230,166,2230,92.9166666666667,0,1,301.89
3105,42,"M","Canada","North","Bronze",1976,42,339,1,10,10,10,10,339,2,74.51,37.255,64.51,10,0,0,-0.714285714285714,7,304.99,2067,339,2067,344.5,0,0,0
3112,47,"F","USA","West","Silver",1971,47,176,1,130.12,130.12,130.12,130.12,176,4,300.61,75.1525,130.12,54.81,0,0,-0.970175961825231,13,1154.81,2281,176,2281,190.083333333333,0,1,189.04
3120,77,"M","Other","West","Gold",1941,77,280,2,366.36,183.18,228.24,138.12,280,7,1104.53,157.79,228.24,64.61,0,0,-0.989199697591533,31,4429.54,2301,280,2301,76.7,0,0,0
3127,86,"F","Canada","North","Silver",1932,86,319,2,121.97,60.985,72.15,49.82,319,2,121.97,60.985,72.15,49.82,0,0,-0.968246407874891,7,509.82,1942,319,1942,323.666666666667,0,0,0
3136,55,"F","USA","West","Silver",1963,55,365,0,0,0,0,0,477,2,189.83,94.915,101,88.83,0,0,0,6,625.12,1884,477,1884,376.8,0,0,0
3158,79,"F","Other","East","Silver",1939,79,123,4,327.3,81.825,123.89,30.87,123,5,431.74,86.348,123.89,30.87,0,0,-0.987926350739511,10,784.68,1648,123,1648,183.111111111111,0,0,0
3160,69,"F","USA","East","Bronze",1949,69,305,1,10,10,10,10,305,3,97.32,32.44,71.32,10,0,0,-0.714285714285714,10,450.36,1909,305,1909,212.111111111111,0,0,0
3169,46,"F","UK","North","Silver",1972,46,365,0,0,0,0,0,429,4,367.13,91.7825,144.55,35.67,0,0,0,14,1066.6,2270,429,2270,174.615384615385,0,0,0
3183,24,"M","Other","West","Silver",1994,24,268,1,123.76,123.76,123.76,123.76,268,1,123.76,123.76,123.76,123.76,0,0,-0.968691296180338,8,706.12,1956,268,1956,279.428571428571,0,0,0
3188,72,"F","USA","East","Gold",1946,72,167,4,656.61,164.1525,231.31,81.69,167,9,1217.67,135.296666666667,231.31,81.69,0,0,-0.993944990236297,25,3525.32,2267,167,2267,94.4583333333333,0,0,0
3193,40,"F","USA","South","Silver",1978,40,176,1,103.18,103.18,103.18,103.18,176,5,313.83,62.766,104.23,10,0,0,-0.962679604403807,11,794.01,2135,176,2135,213.5,0,1,108.19
3198,49,"F","Canada","North","Silver",1969,49,218,1,119.18,119.18,119.18,119.18,218,1,119.18,119.18,119.18,119.18,0,0,-0.967527195973372,11,912.44,2225,218,2225,222.5,0,0,0
3199,81,"F","USA","South","Bronze",1937,81,305,1,30.45,30.45,30.45,30.45,305,1,30.45,30.45,30.45,30.45,0,0,-0.88388969521045,6,322.62,1955,305,1955,391,0,0,0
3203,71,"F","Germany","West","Gold",1947,71,158,2,341.38,170.69,237.86,103.52,158,4,538.92,134.73,237.86,80.54,0,0,-0.988418553477329,25,3205.24,1874,158,1874,78.0833333333333,0,1,47.74
